imdb_id,original_title,popularity,release_date,revenue,runtime,Genres
tt0412637,Delirious,4.297666,26-09-2006,0,107,Drama
tt0417871,Klimt,2.987019,03-03-2006,0,131,Action
tt1091617,Expelled: No Intelligence Allowed,1.787297,18-04-2008,7700000,90,Adventure
tt0477916,Viva Cuba,0.867439,20-04-2005,0,93,Fantasy
tt0926129,Prom Night,7.18216,10-04-2008,14796236,88,Action
tt0436889,Die weisse Massai,1.195186,14-09-2005,0,131,Drama
tt0371746,Iron Man,22.073099,30-04-2008,585174222,126,Comedy
tt0193763,Besat,0.529774,25-06-1999,0,96,Comedy
tt0866439,Made of Honor,6.417385,02-05-2008,84601681,101,Animation
tt1012804,Redbelt,5.130795,07-04-2008,0,99,Family
tt0475984,Mister Lonely,2.411188,17-12-2008,0,112,Family
tt0497323,Anamorph,6.410775,21-09-2007,0,107,Drama
tt0281680,"The Bread, My Sweet",0.958152,21-04-2001,1023156,105,Drama
tt0936501,Taken,16.367481,18-02-2008,226830568,93,Drama
tt0977214,Hero Wanted,3.382052,28-03-2008,0,95,Adventure
tt0826711,Le voyage du ballon rouge,2.039973,17-05-2007,0,117,Drama
tt0460791,The Fall,15.855108,03-01-2008,3669465,117,Adventure
tt0942903,Stargate: The Ark of Truth,9.218164,11-03-2008,8900000,97,Thriller
tt0907680,Walk All Over Me,2.469353,01-01-2007,0,98,Thriller
tt0454084,Blind Dating,3.691443,28-07-2006,834457,99,Documentry
tt0790623,Meet Bill,6.226054,07-09-2007,346592,97,Adventure
tt0802948,An American Crime,7.478007,27-07-2007,0,97,Documentry
tt1033643,What Happens in Vegas,10.054226,07-05-2008,170000000,99,Music
tt1080695,Hvid nat,1.055376,26-10-2007,0,100,Music
tt0974959,American Pie Presents: Beta House,7.777928,10-12-2007,0,88,Thriller
tt0795439,Numb,2.445362,30-04-2007,0,93,Adventure
tt0482463,Bella,1.654328,09-09-2006,0,91,Drama
tt0106911,Fiorile,1.087972,06-06-1993,0,118,Drama
tt0046031,The Man Between,5.291637,18-11-1953,0,100,Action
tt0031976,The Stars Look Down,0.703699,22-01-1940,0,110,Adventure
tt0844462,Der unbekannte Soldat,0.050234,21-09-2006,0,97,Fantasy
tt0499448,The Chronicles of Narnia: Prince Caspian,12.490891,15-05-2008,419651413,150,Drama
tt0827517,Reprise,1.871718,03-07-2006,0,105,Comedy
tt0042046,The Window,0.937987,06-08-1949,0,73,Comedy
tt0473389,The Ron Clark Story,1.912009,13-08-2006,0,90,Animation
tt0942384,Shelter,7.72654,16-06-2007,0,97,Family
tt0415489,American Crude,5.678168,03-06-2008,0,94,Family
tt0884224,"War, Inc.",4.800426,28-04-2008,1296184,106,Drama
tt0808486,Suden vuosi,0.167646,05-12-2007,0,95,Drama
tt0830558,The Girl Next Door,4.763911,19-07-2007,0,91,Adventure
tt1112115,King Corn,0.964027,12-10-2007,81368,88,Drama
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,12.577266,21-05-2008,786636033,122,Adventure
tt0762104,How to Rob a Bank,3.210918,25-01-2007,0,81,Thriller
tt0469099,Hey Hey It's Esther Blueburger,0.481348,10-04-2008,0,103,Thriller
tt0052106,The Quiet American,0.538973,08-02-1958,0,120,Documentry
tt0893509,Blonde and Blonder,1.848167,18-01-2008,0,95,Adventure
tt0387682,Wesley Willis: The Daddy of Rock 'n' Roll,0.002361,22-04-2003,0,59,Documentry
tt0940620,Patti Smith: Dream of Life,1.4236,01-01-2008,0,109,Music
tt0052724,Day of the Outlaw,1.317399,01-07-1959,0,92,Music
tt0435706,Nina's Heavenly Delights,0.770878,28-09-2006,0,94,Thriller
tt0479916,Following Sean,0.252168,05-05-2006,0,87,Adventure
tt0023303,One Hour with You,1.406699,22-03-1932,0,80,Drama
tt0841119,Lake of Fire,0.91505,09-09-2006,25,152,Drama
tt0488604,The Oxford Murders,5.97385,18-01-2008,0,107,Adventure
tt0482599,Shutter,5.233421,21-03-2008,0,85,Fantasy
tt0427998,The Grand,2.393158,07-06-2007,0,104,Action
tt1000774,Sex and the City,9.170332,12-05-2008,415252786,145,Drama
tt0482606,The Strangers,8.845536,29-05-2008,82391145,86,Comedy
tt0379976,Savage Grace,5.225054,18-05-2007,0,97,Comedy
tt1151309,Bigger Stronger Faster*,6.108182,30-05-2008,307811,105,Animation
tt0490076,All the Boys Love Mandy Lane,9.935837,15-02-2008,0,90,Family
tt1219671,Allan Quatermain and the Temple of Skulls,0.75143,29-04-2008,0,98,Drama
tt0441773,Kung Fu Panda,16.897541,04-06-2008,631744560,90,Drama
tt0939681,What Would Jesus Buy?,0.249382,11-03-2007,0,91,Drama
tt0066970,Cold Sweat,2.525934,18-12-1970,0,94,Thriller
tt0052792,The FBI Story,1.380434,01-10-1959,0,149,Adventure
tt0020030,The Iron Mask,0.351862,21-02-1929,0,103,Drama
tt0075263,St. Ives,6.264423,01-08-1976,0,94,Action
tt0063775,Villa Rides,1.188777,29-05-1968,0,125,Adventure
tt0051198,The Wings of Eagles,4.162219,22-02-1957,0,110,Fantasy
tt0027042,Steamboat Round the Bend,0.385059,06-09-1935,0,81,Action
tt0026008,The World Moves On,0.090754,27-06-1934,0,104,Drama
tt0024453,Pilgrimage,0.178164,12-07-1933,0,96,Comedy
tt0053017,Lonelyhearts,1.007012,01-01-1958,0,100,Comedy
tt0424600,The Andromeda Strain,6.438995,10-05-2008,0,180,Animation
tt0071483,Falsche Bewegung,1.588197,01-01-1975,0,103,Family
tt0960144,You Don't Mess with the Zohan,13.116461,05-06-2008,201596308,113,Drama
tt0084465,Panelkapcsolat,0.049377,09-12-1982,0,102,Drama
tt0803057,The Promotion,5.916489,06-06-2008,0,86,Adventure
tt0829098,And When Did You Last See Your Father?,1.040302,05-10-2007,92,92,Drama
tt0846040,Mio fratello è figlio unico,4.391819,20-04-2007,6463286,108,Adventure
tt0758786,Stuck,4.964839,21-05-2007,0,85,Thriller
